1 3 1 3  0.1291666667
3 5 3 5  0.1291666667
5 7 5 7  0.1291666667
7 9 7 9  0.1291666667
9 11 9 11 0.1291666667
1 11 1 11 0.1291666667
0 2 1 3  0.0750000000
2 4 3 5  0.0750000000
4 6 5 7  0.0750000000
6 8 7 9  0.0750000000
8 10 9 11 0.0750000000
10 0 11 1 0.0750000000
