1 3 1 3  Term_LL2
3 5 3 5  Term_LL2
5 7 5 7  Term_LL2
7 1 7 1  Term_LL2
0 2 1 3  Term_SSLL
2 4 3 5  Term_SSLL
4 6 5 7  Term_SSLL
6 0 7 1  Term_SSLL
