0 2  -0.1000000000
2 4  -0.1000000000
4 6  -0.1000000000
6 0  -0.1000000000
1 3  0.1250000000
3 5  0.1250000000
5 7  0.1250000000
7 1  0.1250000000
0 1  0.3000000000
2 3  0.3000000000
4 5  0.3000000000
6 7  0.3000000000
